"Front","Back"
"#examTopics | Question - Azure Synapse Analytics Data Warehouse

You use Azure Data Factory to prepare data to be queried by Azure Synapse Analytics serverless SQL pools.
Files are initially ingested into an Azure Data Lake Storage Gen2 account as 10 small JSON files. Each file contains the same data attributes and data from a subsidiary of your company.
You need to move the files to a different folder and transform the data to meet the following requirements:
- Provide the fastest possible query times.
- Automatically infer the schema from the underlying files.
How should you configure the Data Factory copy activity?
To answer, select the appropriate options in the answer area.

Options:
- Copy behavior: Flatten hierarchy, Merge files, Preserve hierarchy
- Sink file type: CSV, JSON, Parquet, TXT","Correct Answer:
- Copy behavior: Merge files
- Sink file type: Parquet

Explication : La fusion des fichiers et l'utilisation de Parquet comme format de destination permet d'optimiser la taille des fichiers et d'améliorer les performances des requêtes.

Définitions importantes :
- **Flatten hierarchy** : Fusionne tous les fichiers et sous-dossiers dans un seul niveau.
- **Merge files** : Combine plusieurs fichiers plus petits en un seul fichier pour améliorer l'efficacité.
- **Preserve hierarchy** : Conserve la structure des dossiers source.
- **Parquet** : Un format de fichier optimisé pour le stockage en colonnes, idéal pour les performances des requêtes analytiques.

Justifications des mauvaises réponses :
- **Flatten hierarchy** : Ne serait pas optimal dans ce contexte car vous ne voulez pas supprimer les structures hiérarchiques importantes.
- **Preserve hierarchy** : Bien que cela conserve la hiérarchie des dossiers, cela n'améliore pas les performances des requêtes.
- **Sink file type - CSV ou JSON** : Ces formats ne sont pas aussi optimisés que Parquet pour les requêtes analytiques complexes.

Tags: #examTopics"
"#examTopics | Question - Azure Synapse Analytics Data Warehouse

You have a data model that you plan to implement in a data warehouse in Azure Synapse Analytics as shown in the following exhibit.

All the dimension tables will be less than 2 GB after compression, and the fact table will be approximately 6 TB. The dimension tables will be relatively static, with few data inserts and updates.
Which type of fact should you use for each table?

Answer Area:
- Dim_Customer: Hash distributed, Round-robin, Replicated
- Dim_Employee: Hash distributed, Round-robin, Replicated
- Dim_Time: Hash distributed, Round-robin, Replicated
- Fact_DailyBookings: Hash distributed, Round-robin, Replicated","Correct Answer:
- Dim_Customer: Replicated
- Dim_Employee: Replicated
- Dim_Time: Replicated
- Fact_DailyBookings: Hash distributed

Explication : Les tables de dimension étant petites et relativement statiques, elles sont mieux répliquées pour optimiser les performances. La table de faits, quant à elle, est grande (6 TB), il est donc préférable de la distribuer par hachage pour équilibrer la charge de traitement.

Définitions importantes :
- **Hash distributed** : Les données sont réparties de manière égale sur les nœuds de calcul, en utilisant une clé de hachage. Cela permet d'optimiser les performances pour les grandes tables comme les tables de faits.
- **Round-robin** : Les lignes sont distribuées de manière uniforme, mais sans utiliser de clé de hachage. Il s'agit d'une option simple pour des petites tables lorsque la répartition uniforme est souhaitée.
- **Replicated** : Les données sont dupliquées sur chaque nœud de calcul, ce qui est optimal pour les petites tables de dimension qui sont souvent jointes à des tables de faits.

Justifications des mauvaises réponses :
- **Round-robin pour les tables de dimension** : Ce mode n'est pas aussi performant que le mode répliqué pour les petites tables de dimension souvent jointes à d'autres grandes tables.
- **Hash distributed pour les tables de dimension** : Non nécessaire car ces tables sont petites et peu volumineuses.

Tags: #examTopics"
"#examTopics | Question - Azure Data Lake Storage Gen2

You have an Azure Data Lake Storage Gen2 container. Data is ingested into the container, and then transformed by a data integration application. The data is NOT modified after that. Users can read files in the container but cannot modify the files.

You need to design a data archiving solution that meets the following requirements:
- New data is accessed frequently and must be available as quickly as possible.
- Data that is older than five years is accessed infrequently but must be available within one second when requested.
- Data that is older than seven years is NOT accessed. After seven years, the data must be persisted at the lowest cost possible.
- Costs must be minimized while maintaining the required availability.

How should you manage the data?
Options:
For Five-year-old data:
- Delete the blob
- Move to archive storage
- Move to cool storage
- Move to hot storage

For Seven-year-old data:
- Delete the blob
- Move to archive storage
- Move to cool storage
- Move to hot storage
","Correct Answer:
Five-year-old data: Move to cool storage
Seven-year-old data: Move to archive storage

Explication : 
- **Cool storage** is optimized for data that is infrequently accessed but must still be available quickly. Therefore, it is ideal for five-year-old data.
- **Archive storage** is for data that is rarely accessed and allows for significant cost savings. This is the best option for data that is older than seven years, which is not accessed at all.

Définitions importantes :
- **Blob** : Binary large object, which can be used to store any kind of data.
- **Hot storage** : Designed for data that is accessed frequently.
- **Cool storage** : For data that is infrequently accessed but requires availability within milliseconds.
- **Archive storage** : For data that is rarely accessed and can tolerate longer retrieval times (several hours).

Justifications des mauvaises réponses :
- **Delete the blob** : Not a suitable option as the data needs to be preserved for compliance and future retrieval.
- **Move to hot storage** : Not cost-efficient for data that is accessed infrequently or not at all.

Tags: #examTopics"
"#examTopics | Question - Azure Synapse Analytics SQL Pool

You need to create a partitioned table in an Azure Synapse Analytics dedicated SQL pool. How should you complete the Transact-SQL statement? To answer, drag the appropriate values to the correct targets. Each value may be used once, more than once, or not at all. You may need to drag the split bar between panes or scroll to view content.

Options:
- CLUSTERED INDEX
- COLLATE
- DISTRIBUTION
- PARTITION
- PARTITION FUNCTION
- PARTITION SCHEME

Answer Area:
CREATE TABLE table1 (
  ID INTEGER,
  col1 VARCHAR(10),
  col2 VARCHAR(10)
) WITH (
  = HASH(ID),
  (ID RANGE LEFT FOR VALUES (1, 1000000, 2000000))
);","Correct Answer:
- DISTRIBUTION = HASH(ID)
- PARTITION (ID RANGE LEFT FOR VALUES (1, 1000000, 2000000))

Explication :
Box 1: DISTRIBUTION - Table distribution options include DISTRIBUTION = HASH (distribution_column_name), which assigns each row to one distribution by hashing the value stored in distribution_column_name.
Box 2: PARTITION - Table partition options. Syntax: PARTITION (partition_column_name RANGE [LEFT | RIGHT] FOR VALUES ([boundary_value [...]]))

Définitions importantes :
- **Distribution** : Process of spreading data across multiple nodes for better performance and parallel processing.
- **Partition** : Divides the data within a table into more manageable chunks based on the column values, often used with range partitioning for large datasets.
- **Hash Distribution** : A method that assigns table rows to distribution nodes based on a hash value of the column.
- **Range Partitioning** : Divides data into ranges based on a column value, like dates or numerical ranges.

Justifications des mauvaises réponses :
- **CLUSTERED INDEX** : This is unrelated to how the data is distributed or partitioned; it primarily affects the storage and retrieval mechanism for the table.
- **COLLATE** : This is used to define the collation for character-based columns and does not affect distribution or partitioning.
- **PARTITION FUNCTION** : Not applicable here as we directly define the partition strategy within the table creation.
- **PARTITION SCHEME** : Used to specify how partitions are mapped to filegroups, not relevant in this scenario.

Tags: #examTopics"
"#examTopics | Question - Azure Synapse Analytics Type 2 Slowly Changing Dimension (SCD)

You need to design an Azure Synapse Analytics dedicated SQL pool that meets the following requirements:
- Can return an employee record from a given point in time.
- Maintains the latest employee information.
- Minimizes query complexity.

How should you model the employee data?

Options:
- a) as a temporal table
- b) as a SQL graph table
- c) as a degenerate dimension table
- d) as a Type 2 slowly changing dimension (SCD) table","Réponse correcte :
- d) as a Type 2 slowly changing dimension (SCD) table

Explication :
Un **Type 2 Slowly Changing Dimension (SCD)** prend en charge la version des membres de dimension. Souvent, le système source ne conserve pas les versions, donc le processus de chargement dans l'entrepôt de données détecte et gère les changements dans une table de dimension. Dans ce cas, la table de dimension doit utiliser une clé substitut pour fournir une référence unique à une version du membre de dimension. Cela inclut également des colonnes qui définissent la validité de la version par des dates (par exemple, **StartDate** et **EndDate**) et éventuellement une colonne de drapeau (comme **IsCurrent**) pour filtrer facilement les membres de dimension actuels.

Définitions importantes :
- **Type 2 SCD (Slowly Changing Dimension)** : Une technique de modélisation des données qui permet de gérer plusieurs versions d'une même entité, souvent utilisée pour suivre les changements historiques dans les entrepôts de données.
- **StartDate / EndDate** : Indique la période de validité d'une version d'une entité, ce qui permet de garder une trace des modifications au fil du temps.
- **IsCurrent** : Un indicateur binaire qui identifie si l'enregistrement est la version actuelle de l'entité.

Justifications des mauvaises réponses :
- **Temporal table** : Conçue pour capturer les changements de données automatiquement au fil du temps, mais n'est pas idéale pour gérer explicitement plusieurs versions de données de dimension.
- **SQL graph table** : Conçue pour modéliser des données relationnelles avec des relations complexes, comme des graphes, mais pas nécessaire pour une gestion de versionnement des dimensions.
- **Degenerate dimension table** : Utilisée dans les modèles où la clé de dimension est un fait, mais ne convient pas pour gérer les versions des données historiques.

Tags: #examTopics"
"#examTopics | Question - Azure Data Lake Storage Gen2 et SQL Pool dans Azure Synapse

You have an enterprise-wide Azure Data Lake Storage Gen2 account. The data lake is accessible only through an Azure virtual network named VNET1.
You are building a SQL pool in Azure Synapse that will use data from the data lake.
Your company has a sales team. All the members of the sales team are in an Azure Active Directory group named Sales. POSIX controls are used to assign the Sales group access to the files in the data lake.
You plan to load data to the SQL pool every hour.
You need to ensure that the SQL pool can load the sales data from the data lake.

Which three actions should you perform? Each correct answer presents part of the solution.

Options:
- A) Add the managed identity to the Sales group.
- B) Use the managed identity as the credentials for the data load process.
- C) Create a shared access signature (SAS).
- D) Add your Azure Active Directory (Azure AD) account to the Sales group.
- E) Use the shared access signature (SAS) as the credentials for the data load process.
- F) Create a managed identity.","Réponse correcte :
- A) Add the managed identity to the Sales group.
- B) Use the managed identity as the credentials for the data load process.
- F) Create a managed identity.

Explication :
L'identité managée accorde les autorisations nécessaires aux pools SQL dédiés dans l'espace de travail Azure Synapse. Une **Managed Identity** permet aux services Azure de s'authentifier automatiquement sans utiliser d'identifiants secrets. En ajoutant cette identité au groupe **Sales**, vous lui donnez les permissions nécessaires pour accéder aux fichiers dans le data lake.

Définitions importantes :
- **Managed Identity** : Un compte automatiquement géré par Azure Active Directory pour permettre une authentification sécurisée avec d'autres services Azure sans avoir besoin d'une gestion explicite des clés d'accès.
- **POSIX Controls** : Un ensemble de contrôles de permissions souvent utilisés dans des systèmes de fichiers pour gérer les droits d'accès à des fichiers et dossiers.
- **Shared Access Signature (SAS)** : Une URL qui permet un accès limité à des ressources stockées sur Azure pendant un certain temps. Ici, ce n'est pas recommandé dans ce scénario car une Managed Identity est plus sécurisée et adaptée.

Justifications des mauvaises réponses :
- **Créer une SAS (C)** : Une **Shared Access Signature** pourrait être utilisée, mais elle est moins sécurisée et nécessite une gestion supplémentaire pour la rotation et la révocation des clés.
- **Ajouter votre compte Azure AD au groupe Sales (D)** : Cela ne permet pas de résoudre le problème du chargement des données via une identité managée pour le processus de chargement.

Tags: #examTopics"
"#examTopics | Question - Dynamic Data Masking dans Azure Synapse Analytics

You have an Azure Synapse Analytics dedicated SQL pool that contains the users shown in the following table:

| Name  | Role        |
|-------|-------------|
| User1 | Server admin|
| User2 | db_datareader|

User1 exécute une requête sur la base de données et les résultats renvoyés s'affichent dans l'exposition suivante :
- BirthDate, Gender, EmailAddress, YearlyIncome (tous sont masqués pour User2)

Options :
- User2, lorsqu'il interroge la colonne YearlyIncome, recevra :
  - a random number
  - the values stored in the database
  - XXXX
- User2, lorsqu'il interroge la colonne BirthDate, recevra :
  - a random date
  - the values stored in the database
  - 1900-01-01","Réponse correcte :
- User2, lorsqu'il interroge la colonne YearlyIncome, recevra : XXXX (masqué avec la fonction default)
- User2, lorsqu'il interroge la colonne BirthDate, recevra : 1900-01-01 (masqué avec la fonction default)

Explication :
Le Dynamic Data Masking dans Azure Synapse Analytics permet de masquer certaines colonnes pour des utilisateurs n'ayant pas les permissions nécessaires. **User2**, étant un lecteur de données (**db_datareader**), n'a pas accès aux données en clair. Les données sont donc masquées.
- Pour la colonne **YearlyIncome**, la fonction de masquage par défaut (default) renvoie 'XXXX'.
- Pour la colonne **BirthDate**, la fonction de masquage par défaut renvoie la date '1900-01-01'.

Définitions importantes :
- **Dynamic Data Masking** : Une fonctionnalité qui permet de masquer les données sensibles lors de la consultation pour certains utilisateurs tout en conservant les données réelles dans la base.
- **Masquage par défaut (default masking function)** : Masque les données en remplaçant des valeurs numériques par 'XXXX' ou des dates par une date par défaut, par exemple, '1900-01-01'.

Justifications des mauvaises réponses :
- **the values stored in the database** : Cette option est incorrecte car **User2** ne dispose pas des permissions suffisantes pour voir les valeurs réelles des données masquées.

Tags: #examTopics"
"#examTopics | Question - Azure Synapse Analytics avec PolyBase

You have an enterprise data warehouse in Azure Synapse Analytics.
Using PolyBase, you create an external table named [Ext].[Items] to query Parquet files stored in Azure Data Lake Storage Gen2 without importing the data to the data warehouse.
The external table has three columns. You discover that the Parquet files have a fourth column named ItemID.
Which command should you run to add the ItemID column to the external table?

Options :
- A) DROP EXTERNAL FILE FORMAT parquetfile;
- B) ALTER TABLE [Ext].[Items] ADD [ItemID] int;
- C) DROP EXTERNAL TABLE [Ext].[Items]; CREATE EXTERNAL TABLE ...;
- D) ALTER TABLE [Ext].[Items] ADD [ItemID] int;","Réponse correcte : C) DROP EXTERNAL TABLE [Ext].[Items]; CREATE EXTERNAL TABLE ...

Explication :
Seules les instructions DDL (Data Definition Language) sont autorisées sur les tables externes. Cela signifie que pour ajouter une nouvelle colonne à une table externe, vous devez recréer la table en supprimant l'ancienne avec DROP et ensuite créer à nouveau la table avec la colonne ajoutée.

Définitions importantes :
- **PolyBase** : Une technologie qui permet de requêter des données externes (comme des fichiers Parquet) sans les importer dans la base de données.
- **External Table** : Une table qui référence des données externes, dans ce cas des fichiers stockés dans Azure Data Lake Storage Gen2.
- **DDL (Data Definition Language)** : Un ensemble de commandes SQL utilisé pour définir et modifier la structure des objets de la base de données.

Justifications des mauvaises réponses :
- **A) DROP EXTERNAL FILE FORMAT** : Il s'agit d'une suppression de format de fichier, ce qui n'ajoute pas la colonne ItemID à la table.
- **B) ALTER TABLE ... ADD** : La commande ALTER TABLE n'est pas autorisée pour modifier les tables externes.
- **D) ALTER TABLE ... ADD [ItemID] int** : Même justification que pour la réponse B, ALTER TABLE n'est pas applicable aux tables externes.

Tags: #examTopics"
"#examTopics | Question - Azure Data Factory avec stockage Parquet et comportement de copie

You have two Azure Storage accounts named Storage1 and Storage2. Each account holds one container and has the hierarchical namespace enabled. The system has files that contain data stored in the Apache Parquet format.
You need to copy folders and files from Storage1 to Storage2 by using a Data Factory copy activity. The solution must meet the following requirements:
- No transformations must be performed.
- The original folder structure must be retained.
- Minimize time required to perform the copy activity.

How should you configure the copy activity? To answer, select the appropriate options in the answer area.

Options :
- Source dataset type: Binary, Parquet, Delimited text
- Copy activity copy behavior: FlattenHierarchy, MergeFiles, PreserveHierarchy","Réponse correcte :
- Source dataset type : Parquet
- Copy activity copy behavior : PreserveHierarchy

Explication :
Pour les jeux de données Parquet, la propriété 'type' de la source d'activité de copie doit être définie sur ParquetSource.
Le comportement 'PreserveHierarchy' (par défaut) préserve la hiérarchie des fichiers dans la cible. Le chemin relatif de la source est identique dans la cible.

Définitions importantes :
- **Parquet** : Un format de stockage de données en colonnes, optimisé pour les systèmes Big Data.
- **PreserveHierarchy** : Conserve la structure de dossiers de la source dans la destination.

Justifications des mauvaises réponses :
- **FlattenHierarchy** : Cette option place tous les fichiers de la source dans le premier niveau du dossier cible.
- **MergeFiles** : Combine tous les fichiers de la source dans un seul fichier, ce qui ne permet pas de préserver la hiérarchie des dossiers.

Tags: #examTopics"
"#examTopics | Question - Azure Data Factory avec stockage Parquet et comportement de copie

You have two Azure Storage accounts named Storage1 and Storage2. Each account holds one container and has the hierarchical namespace enabled. The system has files that contain data stored in the Apache Parquet format.
You need to copy folders and files from Storage1 to Storage2 by using a Data Factory copy activity. The solution must meet the following requirements:
- No transformations must be performed.
- The original folder structure must be retained.
- Minimize time required to perform the copy activity.

How should you configure the copy activity? To answer, select the appropriate options in the answer area.

Options :
- Source dataset type: Binary, Parquet, Delimited text
- Copy activity copy behavior: FlattenHierarchy, MergeFiles, PreserveHierarchy","Réponse correcte :
- Source dataset type : Parquet
- Copy activity copy behavior : PreserveHierarchy

Explication :
Pour les jeux de données Parquet, la propriété 'type' de la source d'activité de copie doit être définie sur ParquetSource.
Le comportement 'PreserveHierarchy' (par défaut) préserve la hiérarchie des fichiers dans la cible. Le chemin relatif de la source est identique dans la cible.

Définitions importantes :
- **Parquet** : Un format de stockage de données en colonnes, optimisé pour les systèmes Big Data.
- **PreserveHierarchy** : Conserve la structure de dossiers de la source dans la destination.

Justifications des mauvaises réponses :
- **FlattenHierarchy** : Cette option place tous les fichiers de la source dans le premier niveau du dossier cible.
- **MergeFiles** : Combine tous les fichiers de la source dans un seul fichier, ce qui ne permet pas de préserver la hiérarchie des dossiers.

Tags: #examTopics"
"#examTopics | Question - Azure Data Lake Storage Gen2 avec options de redondance

You have an Azure Data Lake Storage Gen2 container that contains 100 TB of data.
You need to ensure that the data in the container is available for read workloads in a secondary region if an outage occurs in the primary region. The solution must minimize costs.

Which type of data redundancy should you use?

Options:
- Geo-redundant storage (GRS)
- Read-access geo-redundant storage (RA-GRS)
- Zone-redundant storage (ZRS)
- Locally-redundant storage (LRS)","Réponse correcte :
- Read-access geo-redundant storage (RA-GRS)

Explication :
Le stockage géo-redondant (GRS ou GZRS) réplique vos données dans un autre emplacement physique de la région secondaire pour protéger contre les pannes régionales. Cependant, les données ne sont disponibles en lecture qu'en cas de basculement de la région principale vers la région secondaire. En utilisant RA-GRS, les données peuvent être lues directement depuis la région secondaire sans attendre un basculement.

Définitions importantes :
- **GRS (Geo-Redundant Storage)** : Réplique les données dans une région secondaire mais nécessite un basculement pour lire les données.
- **RA-GRS (Read-Access Geo-Redundant Storage)** : Permet de lire les données depuis la région secondaire sans basculement.

Justifications des mauvaises réponses :
- **GRS** : Moins coûteux que RA-GRS, mais ne permet pas de lire les données sans un basculement manuel.
- **ZRS (Zone-Redundant Storage)** : Offre une redondance locale au sein d'une même région mais ne fournit pas de redondance régionale.
- **LRS (Locally-Redundant Storage)** : Réplique les données uniquement au sein d'une même région, offrant moins de résilience en cas de panne régionale.

Tags: #examTopics"
"#examTopics | Question - Azure Data Lake Gen2 avec options de réplication

You plan to implement an Azure Data Lake Gen2 storage account.
You need to ensure that the data lake will remain available if a data center fails in the primary Azure region. The solution must minimize costs.

Which type of replication should you use for the storage account?

Options:
- Geo-redundant storage (GRS)
- Geo-zone-redundant storage (GZRS)
- Locally-redundant storage (LRS)
- Zone-redundant storage (ZRS)","Réponse correcte :
- Zone-redundant storage (ZRS)

Explication :
Le stockage redondant par zone (ZRS) réplique vos données de manière synchrone à travers trois zones de disponibilité Azure dans la région primaire. Cela garantit que les données restent disponibles même en cas de panne d'un centre de données dans la région principale.

Définitions importantes :
- **ZRS (Zone-Redundant Storage)** : Réplication synchrone entre trois zones de disponibilité dans la région primaire, offrant une haute disponibilité.

Justifications des mauvaises réponses :
- **GRS** : Moins coûteux, mais nécessite un basculement manuel pour accéder aux données dans la région secondaire.
- **GZRS** : Offre une redondance géographique similaire à ZRS, mais avec une capacité à accéder aux données en lecture dans une région secondaire.
- **LRS** : Réplique les données trois fois dans une même région physique, mais ne protège pas contre les pannes de zone ou de région.

Tags: #examTopics"
"#examTopics | Question - SQL Pool dans Azure Synapse avec table de staging

You have a SQL pool in Azure Synapse.
You plan to load data from Azure Blob storage to a staging table. Approximately 1 million rows of data will be loaded daily. The table will be truncated before each daily load.

You need to create the staging table. The solution must minimize how long it takes to load the data to the staging table.
How should you configure the table?

Options for configuration:
- Distribution: Hash, Replicated, Round-robin
- Indexing: Clustered, Clustered columnstore, Heap
- Partitioning: Date, None","Réponse correcte :
- Distribution: Round-robin
- Indexing: Heap
- Partitioning: None

Explication :
Le **round-robin** est utilisé pour répartir les données de manière uniforme et améliorer les performances du chargement. L'utilisation d'un **heap** (table non indexée) minimise le temps d'insertion car aucun index n'a besoin d'être mis à jour. Étant donné que la table est **truncatée** chaque jour, il n'y a pas besoin de partitionnement.

Définitions importantes :
- **Round-robin distribution** : Les données sont réparties uniformément sans aucun critère spécifique, ce qui est efficace pour les tables de staging temporaires.
- **Heap** : Une table sans index, ce qui réduit le temps d'insertion pour des chargements rapides.
- **Partitioning** : Séparation des données en plusieurs sections basées sur une clé. Ici, inutile car la table est recréée chaque jour.

Justifications des mauvaises réponses :
- **Hash Distribution** : Non nécessaire pour des données temporaires où le temps d'accès par hachage est superflu.
- **Clustered/Clustered Columnstore Index** : Ces options d'indexation seraient plus lentes pour les chargements rapides et ne sont pas utiles pour une table qui est toujours tronquée.
- **Partitioning (Date)** : Inutile car la table est supprimée et recréée quotidiennement.

Tags: #examTopics"
"#examTopics | Question - FactPurchase dans Azure Synapse Analytics SQL pool

You are designing a fact table named FactPurchase in an Azure Synapse Analytics dedicated SQL pool.
The table contains purchases from suppliers for a retail store. FactPurchase will contain the following columns:
- PurchaseKey (Bigint, Non-Nullable)
- DateKey (Int, Non-Nullable)
- SupplierKey (Int, Non-Nullable)
- StockItemKey (Int, Non-Nullable)
- PurchaseOrderID (Int, Nullable)
- OrderedQuantity (Int, Non-Nullable)
- ReceivedOuters (Int, Non-Nullable)
- OrderedOuters (Int, Non-Nullable)
- Package (Nvarchar(50), Nullable)
- IsOrderFinalized (Bit, Non-Nullable)
- LineageKey (Int, Non-Nullable)

FactPurchase will have 1 million rows of data added daily and will contain three years of data.
Transact-SQL queries similar to the following query will be executed daily:
```
SELECT SupplierKey, StockItemKey, IsOrderFinalized, COUNT(*)
FROM FactPurchase
WHERE DateKey >= 20210101 AND DateKey <= 20210131
GROUP BY SupplierKey, StockItemKey, IsOrderFinalized;
```

Which table distribution will minimize query times?
Options:
A) replicated
B) hash-distributed on PurchaseKey
C) round-robin
D) hash-distributed on IsOrderFinalized","Réponse correcte :
- **B) hash-distributed on PurchaseKey**

Explication :
Les tables distribuées par hachage améliorent les performances des requêtes sur de grandes tables de fait.
En répartissant les lignes de la table en fonction de la clé **PurchaseKey**, chaque distribution peut être équilibrée pour réduire le temps de requête. La **PurchaseKey** est une bonne candidate pour la distribution, car elle possède de nombreuses valeurs uniques, ce qui est optimal pour une distribution par hachage.

Définitions importantes :
- **Hash-distributed table** : Les lignes de la table sont réparties dans plusieurs distributions en fonction de la valeur de la colonne sélectionnée, ce qui améliore les performances des grandes tables.
- **Replicated table** : La table est répliquée sur tous les nœuds de calcul, ce qui est plus approprié pour de petites tables dimensionnelles.
- **Round-robin** : Une méthode de distribution uniforme utilisée pour les tables temporaires ou de staging, mais moins performante pour les grandes tables de faits.

Justifications des mauvaises réponses :
- **Replicated** : Non optimal pour une grande table de faits en raison des coûts de réplication.
- **Round-robin** : Réduit les performances lors des jointures avec de grandes tables.
- **Hash-distributed sur IsOrderFinalized** : Moins efficace, car **IsOrderFinalized** n'a que peu de valeurs distinctes (oui/non), ce qui entraînerait une répartition inégale des données.

Tags: #examTopics"
